lncRNA	Chromosome	Start	End
AC083836.1	chr8	95505406	95527524
AC083837.1	chr8	78805293	78956082
AC083841.1	chr8	142763116	142766427
AC083841.2	chr8	142785374	142812120
AC083841.3	chr8	142834138	142834940
AC083843.1	chr8	134838069	134842637
AC083843.2	chr8	134832747	134834482
AC083843.3	chr8	134792020	134798272
AC083855.2	chr3	11193439	11225877
AC083862.2	chr7	135168403	135169547
AC083862.3	chr7	135170816	135172414
AC083864.1	chr7	36079084	36085736
AC083864.2	chr7	36001317	36055431
AC083864.3	chr7	36095255	36100660
AC083864.4	chr7	36064715	36066679
AC083864.5	chr7	35976596	36028174
AC083867.2	chr7	138163440	138164637
AC083870.1	chr7	134816543	134998153
AC083880.1	chr7	139359032	139359566
AC083900.1	chr2	207868582	207869915
AC083902.1	chr4	99594799	99625913
AC083906.3	chr3	129954105	129969294
AC083964.1	chr8	450714	451343
AC083967.1	chr8	68848737	68852763
AC083973.1	chr8	42233674	42271266
AC084018.1	chr12	121797511	121801972
AC084018.2	chr12	121800797	121803403
AC084018.4	chr12	121687187	121689380
AC084024.1	chr8	38123274	38124651
AC084024.3	chr8	38148741	38163772
AC084024.4	chr8	38223957	38231695
AC084026.1	chr8	29548171	29564341
AC084026.2	chr8	29527312	29530323
AC084030.1	chr2	236733289	236754363
AC084032.1	chr12	70219132	70221862
AC084035.1	chr3	127571232	127571838
AC084036.1	chr3	156523740	156524247
AC084048.1	chr4	10685003	10697661
AC084064.1	chr16	79505603	79516293
AC084082.1	chr8	66112667	66126632
AC084083.1	chr8	125348196	125351416
AC084114.1	chr8	117265272	117318701
AC084116.1	chr8	126497385	126500440
AC084116.2	chr8	126474189	126492596
AC084116.3	chr8	126506326	126522360
AC084117.1	chr11	18405609	18406731
AC084125.1	chr8	144463817	144465101
AC084125.2	chr8	144495458	144505444
AC084125.3	chr8	144584040	144586488
AC084125.4	chr8	144512567	144513672
AC084128.1	chr8	86180418	86212236
AC084149.1	chr2	77672215	77673792
AC084167.1	chr17	12390738	12395177
AC084198.4	chr3	101686827	101700926
AC084211.1	chr3	182365147	182368256
AC084212.1	chr3	157579694	157587495
AC084262.1	chr8	29352420	29353170
AC084262.2	chr8	29351292	29360222
AC084277.1	chr4	101640946	101649974
AC084291.1	chr12	117889454	117891008
AC084335.1	chr18	42649520	42657893
AC084346.1	chr8	93834454	93846743
AC084357.2	chr12	63623788	63795718
AC084361.1	chr12	119031039	119116961
AC084364.4	chr12	103518334	103571337
AC084365.1	chr12	90617759	90622822
AC084375.1	chr12	4012902	4026658
AC084398.2	chr12	101923410	101924719
AC084706.1	chr8	78148101	78153913
AC084724.1	chr4	169572328	169576451
AC084734.1	chr8	85495693	85540511
AC084740.1	chr4	157929071	158094763
AC084741.1	chr4	181686182	181700142
AC084756.1	chr15	50557601	50560500
AC084757.2	chr15	48729080	48729844
AC084757.3	chr15	48645951	48652016
AC084757.4	chr15	48662531	48663056
AC084759.2	chr15	53946709	53984010
AC084768.1	chr8	5659679	5670140
AC084781.1	chr15	58454327	58454982
AC084781.2	chr15	58456188	58456348
AC084782.1	chr15	56394321	56396785
AC084782.2	chr15	56408483	56410186
AC084782.3	chr15	56447120	56447697
AC084809.1	chr17	32876759	32881070
AC084809.2	chr17	32905662	32906584
AC084816.1	chr12	22699859	23188807
AC084819.1	chr12	22742582	22743091
AC084824.4	chr12	32728169	32729024
AC084824.5	chr12	32736930	32737660
AC084824.6	chr12	32725248	32725660
AC084834.1	chr8	55067585	55081909
AC084838.1	chr8	14879057	14879819
AC084855.1	chr15	99970215	99974010
AC084855.2	chr15	99976481	99980774
AC084864.1	chr7	129783370	129785185
AC084864.2	chr7	129763060	129769202
AC084866.1	chr4	169981744	169994488
AC084866.2	chr4	169945981	169963337
AC084871.2	chr4	184813619	184821300
AC084871.4	chr4	184826607	184850920
AC084876.1	chr12	109948389	109949029
AC084879.3	chr12	95387890	95388558
AC084880.2	chr12	119225834	119259017
AC084880.3	chr12	119182048	119183259
AC084880.4	chr12	119174065	119176484
AC084882.1	chr15	47274183	47275164
AC087045.2	chr8	134722947	134723949
AC087071.1	chr7	130141707	130142618
AC087071.2	chr7	130173718	130205361
AC087164.1	chr17	18172625	18184753
AC087175.1	chr7	47252139	47254558
AC087190.1	chr16	9105834	9107174
AC087190.2	chr16	9068554	9072412
AC087190.3	chr16	9104848	9113181
AC087203.3	chr8	12412827	12414373
AC087222.1	chr17	82918282	82918785
AC087235.1	chr12	23181334	23251499
AC087235.2	chr12	23175648	23191587
AC087239.1	chr12	25385670	25386241
AC087241.2	chr12	22609228	22625015
AC087242.1	chr12	18714795	18737878
AC087257.1	chr12	27547050	27552773
AC087260.1	chr12	23637973	23638487
AC087269.1	chr8	8723693	8782479
AC087269.3	chr8	8665497	8669404
AC087273.1	chr8	17882043	17882661
AC087273.2	chr8	17900484	17908011
AC087276.2	chr11	43390283	43395495
AC087276.3	chr11	43328748	43359296
AC087276.4	chr11	43378882	43385671
AC087277.1	chr11	36321158	36323440
AC087277.2	chr11	36386521	36388250
AC087280.2	chr11	6821942	6926878
AC087284.1	chr15	90024955	90026003
AC087286.1	chr15	85621264	85627689
AC087286.2	chr15	85619623	85670948
AC087286.3	chr15	85579046	85580178
AC087286.4	chr15	85701109	85702771
AC087289.1	chr17	75818815	75820055
AC087289.2	chr17	75897060	75900148
AC087289.4	chr17	75943832	75945142
AC087289.5	chr17	75876372	75879546
AC087292.2	chr17	4163910	4164713
AC087294.1	chr17	21214322	21230035
AC087301.1	chr17	73243093	73244706
AC087311.2	chr12	32988763	32993754
AC087318.1	chr12	22395088	22398075
AC087341.1	chr8	131129761	131144948
AC087354.1	chr8	139460062	139463016
AC087362.1	chr8	38335981	38337551
AC087362.2	chr8	38275888	38276680
AC087369.2	chr8	5853138	5854977
AC087379.1	chr11	15701265	15758898
AC087379.2	chr11	15605484	15705376
AC087386.1	chr15	20128745	20147953
AC087392.1	chr17	909632	911212
AC087392.2	chr17	877902	880093
AC087392.3	chr17	763565	765319
AC087392.4	chr17	789744	790525
AC087392.5	chr17	795306	795794
AC087393.2	chr17	20999747	21000323
AC087399.1	chr18	78480549	78484867
AC087427.1	chr3	2135757	2141988
AC087428.1	chr3	524012	551657
AC087430.1	chr3	1008135	1012934
AC087439.1	chr8	91016588	91018655
AC087439.2	chr8	91042690	91044762
AC087442.1	chr11	45651529	45652691
AC087457.1	chr15	34755084	34813505
AC087463.1	chr15	24206784	24225854
AC087463.2	chr15	24238145	24240192
AC087463.3	chr15	24341729	24343464
AC087468.2	chr15	84913144	84915705
AC087473.1	chr15	38139595	38226897
AC087477.2	chr15	96354237	96405235
AC087477.3	chr15	96438570	96444266
AC087477.4	chr15	96448842	96449749
AC087477.5	chr15	96393146	96405189
AC087482.1	chr15	66984103	67065268
AC087490.1	chr15	23757115	23856375
AC087491.1	chr17	39619613	39622770
AC087500.1	chr17	5192027	5248182
AC087500.2	chr17	5240508	5241543
AC087501.1	chr17	9452197	9470014
AC087501.2	chr17	9464742	9467422
AC087501.3	chr17	9547298	9548541
AC087501.4	chr17	9553323	9555696
AC087516.1	chr15	36341739	36344166
AC087516.2	chr15	36438972	36471016
AC087518.1	chr8	40104169	40107935
AC087521.1	chr11	43943787	43947206
AC087521.2	chr11	43827517	43880726
AC087521.3	chr11	43921059	44001157
AC087521.4	chr11	43855913	43856404
AC087533.1	chr8	42842989	42844876
AC087564.1	chr16	51150770	51442519
AC087565.1	chr16	73812560	73816054
AC087565.2	chr16	73794057	73809733
AC087588.2	chr12	32820142	32820567
AC087588.3	chr12	32755510	32756463
AC087591.1	chr3	14791534	14793504
AC087612.1	chr15	63091085	63110589
AC087620.1	chr8	108226200	108227544
AC087623.1	chr8	38421889	38426096
AC087623.2	chr8	38382364	38383461
AC087623.3	chr8	38408048	38408742
AC087627.1	chr8	74093545	74208536
AC087633.1	chr15	95034108	95047108
AC087636.1	chr15	95078481	95150534
AC087639.2	chr15	68880663	68928941
AC087645.2	chr17	78315729	78347798
AC087645.4	chr17	78248193	78251440
AC087664.1	chr8	59561324	59604774
AC087664.2	chr8	59601319	59620227
AC087667.1	chr8	126325454	126329538
AC087672.1	chr8	74103516	74106744
AC087672.2	chr8	74052340	74099853
AC087683.2	chr18	42052705	42053030
AC087683.3	chr18	42105729	42115538
AC087721.1	chr15	41343080	41344225
AC087741.1	chr17	80200673	80205949
AC087741.2	chr17	80149627	80149798
AC087742.1	chr17	4267691	4268430
AC087749.1	chr17	75683543	75684799
AC087749.2	chr17	75679474	75679967
AC087752.3	chr8	94950037	94951396
AC087752.4	chr8	94884609	94885070
AC087761.1	chr15	80165923	80166980
AC087762.1	chr15	100716249	100828497
AC087854.1	chr8	22481588	22553444
AC087855.1	chr8	34229294	34248946
AC087855.2	chr8	34174886	34207513
AC087857.1	chr3	5962842	6124120
AC087863.2	chr12	118849354	118908930
AC087878.1	chr15	39019193	39026521
AC087883.2	chr12	60150187	60269686
AC087885.1	chr12	118988010	118989594
AC087893.3	chr12	108833721	108834384
AC087894.3	chr12	127758832	127821183
AC087897.2	chr12	38544177	38589812
AC089983.1	chr12	104262314	104280722
AC089983.2	chr12	104171600	104177799
AC089984.1	chr12	71793855	71799627
AC089985.2	chr12	104858838	104871765
AC089987.2	chr12	48483287	48500961
AC089998.1	chr12	82512677	82515817
AC089998.2	chr12	82505211	82506188
AC089998.4	chr12	82481118	82497560
AC089999.3	chr12	113185624	113192161
AC089999.4	chr12	113249466	113250042
AC090001.1	chr12	95791733	95858839
AC090004.2	chr3	14038647	14047181
AC090015.1	chr12	73820315	74402600
AC090016.1	chr12	91423781	91426936
AC090018.2	chr3	195260632	195263628
AC090023.1	chr12	65556925	65560889
AC090023.2	chr12	65622273	65663299
AC090044.1	chr3	857124	858091
AC090049.1	chr12	91901458	91906187
AC090061.1	chr12	68674371	68687755
AC090099.1	chr11	18140186	18189495
AC090099.2	chr11	18142341	18145142
AC090103.1	chr8	25834129	25840135
AC090109.1	chr12	72046149	72057377
AC090114.2	chr7	128524016	128531069
AC090115.1	chr12	48350945	48442411
AC090116.1	chr12	71448405	71448850
AC090124.1	chr11	29445487	29457393
AC090125.1	chr18	73914405	74034161
AC090125.2	chr18	73947880	73957974
AC090136.3	chr8	64574306	64581921
AC090138.1	chr11	41394595	41426504
AC090150.1	chr8	27171914	27210783
AC090150.2	chr8	27086076	27087783
AC090152.1	chr8	59119040	59123478
AC090155.1	chr8	49536386	49554414
AC090155.2	chr8	49496763	49512180
AC090159.1	chr11	27978669	28019575
AC090164.2	chr15	101495052	101495567
AC090164.3	chr15	101522597	101524739
AC090164.4	chr15	101527581	101528349
AC090164.5	chr15	101602786	101614531
AC090181.1	chr15	77043680	77045160
AC090181.2	chr15	77067654	77068325
AC090186.1	chr8	51810110	51810681
AC090192.2	chr8	124271667	124279580
AC090193.1	chr8	123563070	123568762
AC090197.1	chr8	23336171	23366125
AC090198.1	chr8	124488510	124491643
AC090200.1	chr8	55517240	55520977
AC090204.1	chr8	32927913	33045445
AC090206.1	chr18	26565723	26575626
AC090213.1	chr18	59563709	59568615
AC090220.1	chr18	35595901	35597599
AC090227.3	chr18	49739823	49742063
AC090229.1	chr18	35716370	35717978
AC090236.1	chr18	58398663	58400082
AC090236.2	chr18	58371566	58372666
AC090241.2	chr18	46756487	46802449
AC090241.3	chr18	46786699	46789297
AC090246.1	chr18	50256036	50256461
AC090260.2	chr15	78141243	78143173
AC090282.1	chr17	3134969	3177031
AC090283.1	chr17	40803744	40809296
AC090286.1	chr17	18951625	18954149
AC090337.1	chr18	69212277	69214350
AC090337.2	chr18	69240448	69250781
AC090338.1	chr18	75642494	75656016
AC090340.1	chr18	57427133	57432112
AC090348.1	chr18	64872264	64992828
AC090358.1	chr18	65606079	65652053
AC090365.1	chr18	28638714	28789580
AC090371.1	chr18	32954075	32957998
AC090371.2	chr18	32833454	32938316
AC090376.1	chr18	45104361	45181382
AC090377.1	chr18	60010281	60014258
AC090386.1	chr18	37273706	37276572
AC090398.1	chr18	74211391	74240555
AC090398.2	chr18	74293217	74298662
AC090403.1	chr18	27335968	27595164
AC090409.1	chr18	61585746	61607006
AC090409.2	chr18	61571342	61579456
AC090415.2	chr18	71000477	71011490
AC090425.2	chr3	179584271	179584410
AC090425.3	chr3	179583262	179583762
AC090457.1	chr18	76008118	76015861
AC090469.2	chr11	34049967	34052132
AC090502.2	chr12	74248637	74283669
AC090503.1	chr12	73203815	73206835
AC090503.2	chr12	73115957	73143858
AC090505.2	chr3	194827890	194832592
AC090506.1	chr18	30713275	30714286
AC090510.1	chr15	42739118	42743202
AC090510.2	chr15	42726583	42727211
AC090510.3	chr15	42724102	42724922
AC090510.4	chr15	42749081	42749936
AC090515.3	chr15	58768072	58770974
AC090515.5	chr15	58856831	58865063
AC090515.6	chr15	58815272	58817728
AC090515.7	chr15	58749923	58761004
AC090517.2	chr15	56729932	56730611
AC090517.5	chr15	56795460	56918499
AC090518.1	chr15	56542952	56629592
AC090519.2	chr15	44387320	44390451
AC090527.2	chr15	45558598	45562877
AC090527.4	chr15	45585757	45586304
AC090531.1	chr12	41409467	41473510
AC090539.1	chr8	50381015	50382275
AC090541.1	chr8	19678572	19688934
AC090559.1	chr11	47381509	47409369
AC090559.2	chr11	47513605	47514889
AC090572.2	chr8	86765935	86818558
AC090572.3	chr8	86707547	86765023
AC090577.1	chr8	62658343	62690133
AC090578.1	chr8	88326836	88887573
AC090578.2	chr8	88808318	88808908
AC090578.3	chr8	88809949	88813144
AC090579.1	chr8	106520474	106657548
AC090587.1	chr11	3854318	3855509
AC090587.2	chr11	3854612	3855399
AC090589.2	chr11	47123104	47130801
AC090589.3	chr11	47168281	47169563
AC090607.1	chr15	78293286	78296049
AC090607.3	chr15	78250502	78264156
AC090607.4	chr15	78280950	78282190
AC090607.5	chr15	78299701	78299924
AC090617.1	chr17	2215482	2216015
AC090617.10	chr17	2040953	2041932
AC090617.2	chr17	2213697	2214414
AC090617.3	chr17	2042900	2043425
AC090617.4	chr17	2089681	2101560
AC090617.5	chr17	2043475	2044968
AC090618.1	chr17	55842677	55872939
AC090621.1	chr18	60294136	60301317
AC090625.2	chr11	35419057	35421002
AC090627.1	chr17	48294335	48308762
AC090629.1	chr12	61668302	61702771
AC090630.1	chr12	41829898	41932592
AC090644.1	chr3	17141015	17205165
AC090651.1	chr15	57720295	57720928
AC090673.1	chr12	65934777	65948479
AC090679.2	chr12	84154434	84294562
AC090679.3	chr12	84147304	84154338
AC090680.1	chr12	83171590	83172740
AC090692.1	chr11	35915051	35918739
AC090692.2	chr11	35824192	35838523
AC090692.3	chr11	35894987	35897735
AC090696.1	chr15	27775621	27776798
AC090707.1	chr11	20670425	20671297
AC090707.2	chr11	20596522	20596979
AC090709.1	chr12	78960258	79045644
AC090735.1	chr8	72874859	72881740
AC090739.1	chr8	42537529	42538304
AC090753.1	chr8	123924759	123925933
AC090771.2	chr18	60125033	60161195
AC090772.1	chr18	24113637	24121003
AC090772.2	chr18	24076794	24099320
AC090772.3	chr18	24159509	24162211
AC090774.2	chr17	20855946	20857317
AC090791.1	chr11	29159956	29266734
AC090796.1	chr8	57492884	57592451
AC090802.1	chr8	105826570	105834038
AC090809.1	chr8	36378069	36779209
AC090812.1	chr18	75506227	75508114
AC090816.1	chr8	31536630	31546735
AC090820.2	chr8	30279549	30281455
AC090821.2	chr8	133775551	133777352
AC090825.1	chr15	99805793	99916818
AC090826.1	chr15	74365435	74371211
AC090826.2	chr15	74374678	74375511
AC090826.3	chr15	74429445	74431449
AC090844.2	chr17	39927742	39939601
AC090844.3	chr17	40012226	40014705
AC090857.2	chr11	21260061	21262570
AC090877.2	chr15	32717270	32719007
AC090907.1	chr15	101043716	101049456
AC090907.2	chr15	101050732	101086066
AC090907.3	chr15	101058647	101063904
AC090912.1	chr18	22699481	22933764
AC090912.2	chr18	22723491	22907721
AC090912.3	chr18	22882825	22883357
AC090921.1	chr8	124192671	124247398
AC090936.1	chr18	27785821	27795637
AC090945.1	chr3	15860158	15875979
AC090946.1	chr3	15970003	15971253
AC090948.1	chr3	16314439	16314987
AC090948.2	chr3	16339308	16339871
AC090948.3	chr3	16345126	16346440
AC090948.4	chr3	16361348	16370398
AC090952.1	chr3	14648194	14649432
AC090952.2	chr3	14602035	14641443
AC090953.2	chr3	16252123	16253130
AC090957.1	chr3	14764952	14767440
AC090970.1	chr15	52033707	52035625
AC090970.2	chr15	52017167	52018032
AC090971.2	chr15	51908902	51909642
AC090971.3	chr15	51887560	51901123
AC090971.6	chr15	51833134	51833426
AC090983.1	chr15	24848355	24852253
AC090983.2	chr15	24558060	24912924
AC090985.2	chr15	92470233	92471546
AC090987.1	chr8	130595299	130655712
AC090993.1	chr8	34228439	34346731
AC090994.1	chr8	116289622	116298954
AC091010.1	chr8	107499773	107506416
AC091027.1	chr18	78925064	78927441
AC091027.2	chr18	78908629	78918993
AC091027.3	chr18	78926053	78928494
AC091043.1	chr18	22088060	22098780
AC091044.1	chr18	49969721	49970957
AC091045.2	chr15	40488041	40558019
AC091047.1	chr8	69713390	69719722
AC091053.1	chr11	8693357	8696607
AC091053.2	chr11	8679089	8680913
AC091057.1	chr15	30658717	30772993
AC091057.3	chr15	30616998	30625773
AC091057.4	chr15	30616958	30617749
AC091059.1	chr17	59400488	59403303
AC091062.1	chr17	50840057	50841626
AC091073.2	chr15	48938236	48948031
AC091074.2	chr15	46365836	46381043
AC091074.3	chr15	46317393	46351753
AC091078.1	chr15	93230034	93569483
AC091078.2	chr15	93416850	93422576
AC091096.1	chr8	92460539	92655576
AC091100.1	chr15	76174891	76181486
AC091114.1	chr8	125466939	125541373
AC091117.2	chr15	45073492	45074048
AC091117.3	chr15	45041716	45058707
AC091132.1	chr17	45533963	45534710
AC091132.2	chr17	45452844	45464065
AC091132.4	chr17	45545804	45563230
AC091132.5	chr17	45549781	45558738
AC091133.1	chr17	48931791	48937100
AC091133.3	chr17	48995266	48997492
AC091133.4	chr17	49004731	49013725
AC091138.1	chr18	72868388	72881399
AC091151.1	chr18	45573084	45575504
AC091151.2	chr18	45507202	45550183
AC091151.7	chr18	45571406	45611540
AC091152.2	chr17	44673689	44676257
AC091153.2	chr17	4673830	4696831
AC091153.3	chr17	4704230	4705529
AC091153.4	chr17	4731756	4732371
AC091163.1	chr8	46922561	46928832
AC091163.2	chr8	46930604	46951850
AC091167.5	chr15	90281858	90282270
AC091173.1	chr8	61759094	61765969
AC091178.2	chr17	39086976	39091942
AC091179.1	chr17	48733091	48733888
AC091180.3	chr17	49361150	49369998
AC091180.4	chr17	49404081	49405197
AC091180.5	chr17	49375380	49380094
AC091180.6	chr17	49370740	49476988
AC091181.2	chr17	57253236	57255855
AC091182.1	chr8	37326575	37331991
AC091182.2	chr8	37405439	37406724
AC091185.1	chr8	25425521	25426580
AC091196.1	chr11	1464582	1467632
AC091198.1	chr18	33552123	33578187
AC091212.1	chr3	98902424	99018562
AC091214.1	chr12	82673070	82686632
AC091230.2	chr15	74816223	74831795
AC091231.2	chr15	64470253	64471364
AC091271.1	chr17	59618553	59619714
AC091393.2	chr5	175471414	175475378
AC091435.2	chr5	38783580	38792754
AC091488.1	chr2	157917712	157918371
AC091489.1	chr16	18002806	18173063
AC091493.1	chr3	16687986	16697479
AC091544.2	chr15	92580741	92600545
AC091544.4	chr15	92592574	92596462
AC091544.5	chr15	92602910	92620015
AC091544.6	chr15	92699040	92724277
AC091544.7	chr15	92634305	92634665
AC091563.1	chr8	120052180	120056201
AC091564.2	chr11	6603642	6604420
AC091564.3	chr11	6608667	6610135
AC091564.4	chr11	6621451	6622322
AC091564.5	chr11	6630504	6658396
AC091564.6	chr11	6618790	6619764
AC091564.7	chr11	6610883	6616594
AC091576.1	chr18	60329190	60540205
AC091588.1	chr18	22175465	22176662
AC091588.2	chr18	22213778	22228029
AC091588.3	chr18	22200619	22205229
AC091607.2	chr3	156143570	156540627
AC091614.1	chr1	90860550	90862920
AC091646.1	chr18	70497923	70554100
AC091685.1	chr7	64140495	64150058
AC091691.2	chr18	71215618	71237158
AC091691.3	chr18	71137829	71208366
AC091705.1	chr7	25547762	25551062
AC091729.1	chr7	1074450	1078036
AC091729.2	chr7	1080863	1082178
AC091729.3	chr7	1160374	1165607
AC091730.1	chr7	49230137	49254816
AC091736.1	chr7	135704537	135704841
AC091769.2	chr10	72467749	72473304
AC091770.1	chr7	48660125	48669479
AC091806.1	chrX	40262917	40299061
AC091814.1	chr12	9867027	9869808
AC091819.1	chr5	167164934	167168401
AC091819.2	chr5	167116318	167119585
AC091820.1	chr5	167296234	167303372
AC091820.2	chr5	167287320	167294273
AC091826.3	chr5	88433892	88498697
AC091832.1	chr5	3177835	3181487
AC091838.1	chr5	9789295	9812664
